Frame;Time;HeadPosition;HandDetected;HighConfidence;HandPosition;HandVelocity;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;WristTwist
4080;30,28050232;(-0.084, 1.039, -0.158);True;True;(0.084, 0.834, 0.093);(-1.1670, -0.0183, -0.0426);False;True;False;1;0,9989684;0,7652128;0,4946222;0;0;0;0;120,446
4085;30,36050415;(-0.087, 1.039, -0.160);True;True;(0.033, 0.819, 0.100);(-0.4039, -0.2176, 0.0645);False;True;False;1;1;0,8049002;0,5431516;0;0;0;0;187,952
4090;30,42050552;(-0.091, 1.039, -0.160);True;True;(0.009, 0.789, 0.123);(-0.4426, -0.5495, 0.2535);False;True;False;1;1;0,7732565;0,510864;0;0;0;0;166,31
4095;30,50050735;(-0.094, 1.039, -0.158);True;True;(0.002, 0.771, 0.142);(0.0441, -0.0170, 0.1411);False;True;False;0,2221363;0;0;0;0;0;0;0;147,269
4100;30,56050873;(-0.096, 1.039, -0.155);True;True;(0.010, 0.782, 0.141);(0.2184, 0.2575, -0.0886);False;False;False;0;0;0;0;0;0;0;0;134,856
4105;30,64051056;(-0.096, 1.038, -0.153);True;True;(0.029, 0.798, 0.135);(0.2985, 0.1567, -0.0739);False;False;False;0;0;0;0;0;0;0;0;125,144
4110;30,70051193;(-0.094, 1.036, -0.151);True;True;(0.072, 0.819, 0.118);(0.9265, 0.3758, -0.3432);False;False;False;0;0;0;0;0;0;0;0;124,995
4120;30,84051514;(-0.086, 1.034, -0.151);True;True;(0.142, 0.840, 0.073);(0.5466, -0.1342, -0.1930);False;False;False;0;0;0;0;0;0;0;0;124,774
4130;30,98051834;(-0.077, 1.033, -0.151);True;True;(0.187, 0.812, 0.044);(0.2071, -0.2054, -0.0713);False;False;False;0;0;0;0;0;0;0;0;124,387
4140;31,12052155;(-0.067, 1.031, -0.149);True;True;(0.199, 0.779, 0.035);(0.0223, -0.1665, -0.0421);False;False;False;0;0;0;0;0;0;0;0;126,513
4150;31,26052475;(-0.061, 1.030, -0.147);True;True;(0.197, 0.733, 0.066);(-0.0037, -0.3687, 0.3539);False;False;False;0;0;0;0;0;0;0;0;127,004
4160;31,40052795;(-0.059, 1.029, -0.141);True;True;(0.178, 0.677, 0.123);(-0.1284, -0.1596, 0.2344);False;False;False;0;0;0;0;0;0;0;0;130,098
4165;31,46052933;(-0.060, 1.030, -0.138);True;True;(0.169, 0.654, 0.151);(-0.3307, -0.3002, 0.4074);False;False;False;0;0;0;0;0;0;0;0;187,613
4170;31,54053116;(-0.061, 1.030, -0.136);True;True;(0.158, 0.643, 0.165);(-0.0804, -0.1081, 0.0522);False;False;False;0;0;0;0;0;0;0;0;209,404
4175;31,60053253;(-0.064, 1.030, -0.135);True;True;(0.148, 0.642, 0.166);(-0.0995, -0.0011, 0.0398);False;False;False;0;0;0;0;0;0;0;0;192,196
4180;31,68053436;(-0.069, 1.030, -0.135);True;True;(0.149, 0.643, 0.168);(0.0364, 0.0300, 0.0161);False;False;False;0;0;0;0;0;0;0;0;156,34
4185;31,74053574;(-0.073, 1.030, -0.135);True;True;(0.154, 0.651, 0.164);(0.0702, 0.1967, -0.1342);False;True;False;1;0,9418811;0,6289817;0,1060533;0;0;0;0;122,409
4190;31,82053757;(-0.076, 1.029, -0.137);True;True;(0.151, 0.689, 0.142);(-0.0672, 0.5011, -0.2824);False;True;False;1;0,8698731;0,662693;0,1937725;0;0;0;0;105,018
4195;31,88053894;(-0.077, 1.029, -0.140);True;True;(0.140, 0.746, 0.124);(-0.2752, 1.0665, -0.2118);False;True;False;1;0,9153683;0,6799318;0,2368692;0;0;0;0;106,53
4205;32,02054214;(-0.077, 1.031, -0.147);True;True;(0.084, 0.802, 0.107);(-0.9430, 0.3745, -0.1298);False;True;False;1;1;0,8312088;0,5006458;0;0;0;0;137,377
4215;32,16054535;(-0.079, 1.034, -0.150);True;True;(0.011, 0.781, 0.115);(-0.4993, -0.4460, 0.2062);False;True;False;1;0,8977724;0,6755654;0,3758376;0;0;0;0;187,507
4225;32,30054855;(-0.086, 1.033, -0.142);True;True;(0.016, 0.775, 0.137);(0.1496, 0.1616, -0.0511);False;False;False;0;0;0;0;0;0;0;0;162,214
4235;32,44055176;(-0.088, 1.028, -0.135);True;True;(0.098, 0.790, 0.127);(0.5272, -0.1104, 0.0552);False;False;False;0;0;0;0;0;0;0;0;133,693
4245;32,58055496;(-0.081, 1.027, -0.130);True;True;(0.153, 0.727, 0.152);(0.0455, -0.4250, 0.1729);False;False;False;0;0;0;0;0;0;0;0;167,638
4255;32,72055817;(-0.069, 1.028, -0.124);True;True;(0.120, 0.665, 0.180);(-0.1315, -0.2947, 0.2439);False;False;False;0;0;0;0;0;0;0;0;195,794
4260;32,78055954;(-0.065, 1.029, -0.122);True;True;(0.105, 0.647, 0.197);(-0.2442, -0.3826, 0.3930);False;False;False;0;0;0;0;0;0;0;0;203,772
4265;32,86056137;(-0.063, 1.030, -0.121);True;True;(0.093, 0.643, 0.201);(-0.1113, 0.0078, 0.0346);False;False;False;0;0;0;0;0;0;0;0;204,996
4270;32,92056274;(-0.063, 1.030, -0.122);True;True;(0.088, 0.643, 0.200);(-0.0600, 0.0188, -0.0647);False;False;False;0;0;0;0;0;0;0;0;204,738
4275;33,00056458;(-0.066, 1.030, -0.123);True;True;(0.092, 0.644, 0.199);(0.0788, 0.0529, -0.0206);False;True;False;1;0,6453053;0,6791127;0,4491024;0;0;0;0;202,014
4280;33,06056595;(-0.070, 1.030, -0.125);True;True;(0.101, 0.654, 0.191);(0.2336, 0.3313, -0.2935);False;True;False;1;0,8841745;0,8145965;0,527111;0;0;0;0;200,324
4290;33,20056915;(-0.076, 1.030, -0.132);True;True;(0.128, 0.731, 0.129);(0.1248, 0.6319, -0.4225);False;True;False;1;0,7875881;0,7303699;0,4845803;0;0;0;0;198,318
4300;33,34057236;(-0.076, 1.031, -0.140);True;True;(0.088, 0.787, 0.113);(-0.6453, 0.3257, -0.0550);False;True;False;1;0,7108907;0,580187;0,2525901;0;0;0;0;179,358
4310;33,48057556;(-0.075, 1.034, -0.144);True;True;(0.023, 0.773, 0.129);(-0.1967, -0.0921, 0.1157);False;False;False;0;0;0;0;0;0;0;0;141,351
4320;33,62057877;(-0.075, 1.033, -0.137);True;True;(0.038, 0.783, 0.125);(0.2886, 0.1452, -0.2193);False;False;False;0;0;0;0;0;0;0;0;124,268
4330;33,76058197;(-0.069, 1.028, -0.132);True;True;(0.156, 0.790, 0.088);(0.5577, -0.1147, -0.1403);False;False;False;0;0;0;0;0;0;0;0;145,853
4340;33,90058517;(-0.058, 1.024, -0.128);True;True;(0.211, 0.722, 0.083);(0.1463, -0.4736, 0.0545);False;False;False;0;0;0;0;0;0;0;0;167,657
4345;33,96058655;(-0.052, 1.023, -0.125);True;True;(0.223, 0.688, 0.102);(0.1441, -0.4941, 0.3925);False;False;False;0;0;0;0;0;0;0;0;154,163
4350;34,04058838;(-0.046, 1.023, -0.121);True;True;(0.225, 0.664, 0.125);(0.1178, -0.2819, 0.3125);False;False;False;0;0;0;0;0;0;0;0;154,013
4355;34,10058975;(-0.042, 1.023, -0.118);True;True;(0.230, 0.648, 0.152);(0.0566, -0.2430, 0.5074);False;False;False;0;0;0;0;0;0;0;0;162,914
4360;34,18059158;(-0.039, 1.023, -0.116);True;True;(0.234, 0.635, 0.170);(0.0383, -0.1388, 0.1788);False;False;False;0;0;0;0;0;0;0;0;177,973
4365;34,24059296;(-0.039, 1.023, -0.114);True;True;(0.235, 0.631, 0.179);(0.0060, 0.0118, 0.0931);False;False;False;0;0;0;0;0;0;0;0;182,705
4370;34,32059479;(-0.041, 1.023, -0.115);True;True;(0.235, 0.633, 0.177);(-0.0076, 0.0323, -0.0305);False;True;False;1;0,4670553;0,6001912;0,5883282;0;0;0;0;190,101
4375;34,38059616;(-0.045, 1.023, -0.116);True;True;(0.236, 0.633, 0.171);(0.0463, -0.0051, -0.1077);False;True;False;1;0,8832853;0,782872;0,6889279;0;0;0;0;194,539
4385;34,52059937;(-0.053, 1.024, -0.125);True;True;(0.227, 0.678, 0.110);(-0.2670, 0.8122, -0.7237);False;True;False;1;1;1;0,9775428;0;0;0;0;197,04
4395;34,66060257;(-0.063, 1.028, -0.137);True;True;(0.202, 0.749, 0.065);(-0.2407, 0.3432, -0.1376);False;True;False;1;1;1;0,8726266;0;0;0;0;190,604
4405;34,80060577;(-0.071, 1.032, -0.149);True;True;(0.112, 0.799, 0.061);(-0.4682, 0.1091, 0.0224);False;True;False;1;1;1;0,7679205;0;0;0;0;176,675
4415;34,94060898;(-0.079, 1.036, -0.156);True;True;(0.020, 0.784, 0.088);(-0.3347, -0.2360, 0.2760);False;True;False;1;1;1;0,7828324;0;0;0;0;157,119
4425;35,08061218;(-0.087, 1.038, -0.155);True;True;(0.009, 0.758, 0.130);(0.1071, 0.0448, 0.0404);False;False;False;0;0;0;0;0;0;0;0;159,775
4430;35,14061356;(-0.090, 1.037, -0.153);True;True;(0.024, 0.767, 0.126);(0.3373, 0.2440, -0.0994);False;False;False;0;0;0;0;0;0;0;0;168,963
4435;35,22061539;(-0.091, 1.036, -0.152);True;True;(0.055, 0.791, 0.109);(0.4420, 0.3439, -0.2755);False;False;False;0;0;0;0;0;0;0;0;173,174
4440;35,28061676;(-0.092, 1.035, -0.151);True;True;(0.099, 0.826, 0.082);(0.8679, 0.6602, -0.5416);False;False;False;0;0;0;0;0;0;0;0;175,247
4445;35,36061859;(-0.090, 1.033, -0.151);True;True;(0.133, 0.848, 0.057);(0.2783, 0.0806, -0.1295);False;False;False;0;0;0;0;0;0;0;0;177,9
4450;35,42061996;(-0.087, 1.032, -0.151);True;True;(0.154, 0.857, 0.039);(0.3434, 0.1389, -0.2896);False;False;False;0;0;0;0;0;0;0;0;178,783
4455;35,5006218;(-0.083, 1.032, -0.150);True;True;(0.168, 0.858, 0.033);(0.1392, -0.0353, -0.0336);False;False;False;0;0;0;0;0;0;0;0;178,755
4460;35,56062317;(-0.080, 1.032, -0.149);True;True;(0.177, 0.858, 0.028);(0.1310, 0.0018, -0.1323);False;False;False;0;0;0;0;0;0;0;0;177,998
4470;35,70062637;(-0.075, 1.031, -0.147);True;True;(0.183, 0.848, 0.026);(0.0020, -0.2424, 0.0867);False;False;False;0;0;0;0;0;0;0;0;176,388
4480;35,84062958;(-0.072, 1.029, -0.146);True;True;(0.187, 0.776, 0.091);(0.1464, -0.6414, 0.6066);False;False;False;0;0;0;0;0;0;0;0;177,9
4490;35,98063278;(-0.073, 1.029, -0.141);True;True;(0.174, 0.694, 0.132);(-0.2739, -0.1823, -0.2668);False;False;False;0;0;0;0;0;0;0;0;200,76
4500;36,12063599;(-0.073, 1.027, -0.137);True;True;(0.177, 0.665, 0.122);(0.0184, -0.0143, -0.0697);False;False;False;0;0;0;0;0;0;0;0;215,211
4510;36,26063919;(-0.073, 1.025, -0.137);True;True;(0.180, 0.679, 0.116);(-0.0193, 0.1709, -0.0584);False;True;False;1;0,7201167;0,4346535;0,1568017;0;0;0;0;220,918
4515;36,32064056;(-0.074, 1.025, -0.139);True;True;(0.179, 0.708, 0.112);(-0.0183, 0.6086, -0.0775);False;True;False;1;0,8913587;0,6947134;0,5603868;0;0;0;0;207,154
4520;36,4006424;(-0.074, 1.026, -0.141);True;True;(0.161, 0.760, 0.098);(-0.4288, 0.5729, -0.1305);False;True;False;1;0,9393823;1;0,9580151;0;0;0;0;191,25
4525;36,46064377;(-0.074, 1.027, -0.143);True;True;(0.126, 0.790, 0.096);(-0.6995, 0.4006, -0.0424);False;True;False;1;1;1;0,83406;0;0;0;0;183,463
4530;36,5406456;(-0.075, 1.028, -0.144);True;True;(0.088, 0.803, 0.092);(-0.3332, 0.0886, -0.0081);False;True;False;1;1;1;0,8573141;0;0;0;0;165,601
4535;36,60064697;(-0.077, 1.029, -0.145);True;True;(0.056, 0.801, 0.092);(-0.6873, -0.1300, -0.0292);False;True;False;1;1;1;0,8163499;0;0;0;0;155,437
4540;36,6806488;(-0.080, 1.029, -0.145);True;True;(0.017, 0.781, 0.101);(-0.2734, -0.3046, 0.1546);False;True;False;1;1;1;0,7915685;0;0;0;0;156,726
4545;36,74065018;(-0.083, 1.030, -0.144);True;True;(0.000, 0.751, 0.120);(-0.1648, -0.6351, 0.5141);False;True;False;1;1;0,8948632;0,5916219;0;0;0;0;164,375
4555;36,88065338;(-0.089, 1.029, -0.140);True;True;(0.017, 0.755, 0.127);(0.2444, 0.1916, -0.0437);False;False;False;0;0;0;0;0;0;0;0;140,169
4565;37,02065659;(-0.089, 1.027, -0.138);True;True;(0.091, 0.786, 0.124);(0.4593, 0.0093, 0.0657);False;False;False;0;0;0;0;0;0;0;0;151,055
4575;37,16065979;(-0.083, 1.027, -0.138);True;True;(0.140, 0.734, 0.140);(0.0659, -0.3254, 0.1087);False;False;False;0;0;0;0;0;0;0;0;167,281
4585;37,30066299;(-0.075, 1.029, -0.137);True;True;(0.128, 0.667, 0.165);(-0.1063, -0.2454, 0.1804);False;False;False;0;0;0;0;0;0;0;0;201,297
4595;37,4406662;(-0.074, 1.030, -0.136);True;True;(0.115, 0.657, 0.173);(-0.0119, 0.0091, 0.0361);False;False;False;0;0;0;0;0;0;0;0;207,542
4600;37,50066757;(-0.077, 1.030, -0.136);True;True;(0.118, 0.661, 0.175);(0.0700, 0.1420, 0.0058);False;True;False;1;1;0,9605749;0,6311098;0;0;0;0;206,952
4605;37,5806694;(-0.079, 1.029, -0.136);True;True;(0.122, 0.675, 0.170);(0.0401, 0.2292, -0.1344);False;True;False;1;1;1;0,7403373;0;0;0;0;206,8
4610;37,64067078;(-0.081, 1.029, -0.137);True;True;(0.121, 0.713, 0.147);(-0.1031, 0.9525, -0.6214);False;True;False;1;1;1;0,9380612;0;0;0;0;207,659
4615;37,72067261;(-0.082, 1.028, -0.140);True;True;(0.112, 0.749, 0.133);(-0.0770, 0.3056, -0.1181);False;True;False;1;1;1;0,8391675;0;0;0;0;205,093
4620;37,78067398;(-0.081, 1.029, -0.143);True;True;(0.087, 0.782, 0.114);(-0.8074, 0.7902, -0.5491);False;True;False;1;1;1;0,8217918;0;0;0;0;197,971
4625;37,86067581;(-0.080, 1.030, -0.146);True;True;(0.050, 0.794, 0.106);(-0.3159, -0.0619, 0.0437);False;True;False;1;1;1;0,7865755;0;0;0;0;187,582
4630;37,92067719;(-0.080, 1.032, -0.148);True;True;(0.025, 0.779, 0.113);(-0.4631, -0.3245, 0.1449);False;True;False;1;1;1;0,6844631;0;0;0;0;161,388
4640;38,06068039;(-0.081, 1.033, -0.146);True;True;(0.018, 0.769, 0.126);(0.1767, 0.0906, 0.0187);False;False;False;0;0;0;0;0;0;0;0;130,118
4650;38,20068359;(-0.079, 1.031, -0.143);True;True;(0.104, 0.791, 0.117);(1.2734, 0.1767, -0.1671);False;False;False;0;0;0;0;0;0;0;0;121,296
4660;38,3406868;(-0.071, 1.029, -0.141);True;True;(0.192, 0.752, 0.109);(0.2443, -0.3480, 0.0068);False;False;False;0;0;0;0;0;0;0;0;130,621
4670;38,48069;(-0.060, 1.028, -0.140);True;True;(0.204, 0.693, 0.111);(0.0711, -0.3196, 0.1067);False;False;False;0;0;0;0;0;0;0;0;192,947
4680;38,62069321;(-0.053, 1.028, -0.140);True;True;(0.216, 0.642, 0.142);(-0.0360, -0.0263, 0.0533);False;False;False;0;0;0;0;0;0;0;0;199,768
4685;38,68069458;(-0.055, 1.029, -0.140);True;True;(0.214, 0.638, 0.144);(-0.0343, -0.0502, -0.0231);False;False;False;0;0;0;0;0;0;0;0;201,578
4690;38,76069641;(-0.059, 1.029, -0.140);True;True;(0.214, 0.642, 0.142);(-0.0017, 0.0696, -0.0290);False;True;False;1;1;0,9337345;0,626687;0;0;0;0;202,262
4695;38,82069778;(-0.063, 1.029, -0.140);True;True;(0.210, 0.658, 0.132);(-0.1295, 0.4730, -0.3178);False;True;False;1;1;1;0,728934;0;0;0;0;202,377
4700;38,90069962;(-0.068, 1.029, -0.143);True;True;(0.196, 0.699, 0.103);(-0.1979, 0.5261, -0.3813);False;True;False;1;1;1;0,8612627;0;0;0;0;202,513
4705;38,96070099;(-0.072, 1.030, -0.147);True;True;(0.168, 0.747, 0.082);(-0.5566, 0.7313, -0.1646);False;True;False;1;1;1;0,9523758;0;0;0;0;200,814
4710;39,04070282;(-0.075, 1.031, -0.151);True;True;(0.136, 0.778, 0.082);(-0.3393, 0.2479, 0.0324);False;True;False;1;1;1;0,944726;0;0;0;0;184,525
4715;39,10070419;(-0.078, 1.033, -0.155);True;True;(0.083, 0.802, 0.076);(-1.1629, 0.3085, -0.1614);False;True;False;1;1;1;0,8633197;0;0;0;0;155,069
4725;39,2407074;(-0.083, 1.036, -0.161);True;True;(0.005, 0.773, 0.099);(-0.5647, -0.3889, 0.2684);False;True;False;1;1;1;0,7334572;0;0;0;0;130,083
4735;39,3807106;(-0.089, 1.038, -0.156);True;True;(-0.004, 0.754, 0.121);(0.1975, 0.1613, -0.0151);False;False;False;0;0;0;0;0;0;0;0;127,499
4745;39,52071381;(-0.090, 1.034, -0.153);True;True;(0.039, 0.803, 0.097);(0.3462, 0.4289, -0.2396);False;False;False;0;0;0;0;0;0;0;0;158,601
4755;39,66071701;(-0.085, 1.032, -0.154);True;True;(0.106, 0.859, 0.047);(0.3384, 0.1643, -0.1769);False;False;False;0;0;0;0;0;0;0;0;191,657
4765;39,80072021;(-0.078, 1.033, -0.156);True;True;(0.147, 0.871, 0.008);(0.1028, -0.0060, -0.1665);False;False;False;0;0;0;0;0;0;0;0;201,08
4770;39,86072159;(-0.074, 1.033, -0.157);True;True;(0.156, 0.866, 0.000);(0.1731, -0.1591, -0.1472);False;False;False;0;0;0;0;0;0;0;0;202,145
4775;39,94072342;(-0.071, 1.033, -0.156);True;True;(0.164, 0.860, -0.007);(0.0790, -0.0750, -0.0796);False;False;False;0;0;0;0;0;0;0;0;199,61
4780;40,00072479;(-0.069, 1.033, -0.156);True;True;(0.170, 0.855, -0.011);(0.0790, -0.1083, -0.0290);False;False;False;0;0;0;0;0;0;0;0;179,218
4785;40,08072662;(-0.068, 1.032, -0.155);True;True;(0.171, 0.850, -0.011);(0.0048, -0.0417, 0.0190);False;False;False;0;0;0;0;0;0;0;0;173,918
4790;40,140728;(-0.067, 1.031, -0.155);True;True;(0.168, 0.843, -0.006);(-0.1009, -0.2033, 0.1582);False;False;False;0;0;0;0;0;0;0;0;155,495
4795;40,22072983;(-0.067, 1.031, -0.154);True;True;(0.162, 0.819, 0.018);(-0.0887, -0.3623, 0.4130);False;False;False;0;0;0;0;0;0;0;0;123,688
4800;40,2807312;(-0.068, 1.031, -0.153);True;True;(0.157, 0.761, 0.064);(-0.1948, -1.3108, 0.9798);False;False;False;0;0;0;0;0;0;0;0;146,125
4810;40,42073441;(-0.069, 1.031, -0.149);True;True;(0.115, 0.676, 0.112);(-0.4604, -0.5175, 0.1484);False;False;False;0;0;0;0;0;0;0;0;180,654
4820;40,56073761;(-0.074, 1.030, -0.146);True;True;(0.094, 0.660, 0.120);(-0.0745, -0.0161, 0.0507);False;False;False;0;0;0;0;0;0;0;0;196,446
4830;40,70074081;(-0.081, 1.029, -0.147);True;True;(0.108, 0.689, 0.120);(0.1232, 0.3751, -0.0929);False;True;False;1;0,6555852;0,5265149;0,2498198;0;0;0;0;203,634
4840;40,84074402;(-0.082, 1.028, -0.152);True;True;(0.100, 0.788, 0.087);(-0.1048, 0.2210, -0.0051);False;True;False;1;1;0,8092468;0,4192335;0;0;0;0;203,526
4850;40,98074722;(-0.080, 1.031, -0.157);True;True;(0.038, 0.797, 0.089);(-0.3579, -0.1499, 0.0603);False;True;False;1;1;0,6810557;0,2888548;0;0;0;0;202,011
4860;41,12075043;(-0.084, 1.032, -0.152);True;True;(0.000, 0.744, 0.130);(0.0242, -0.1559, 0.2258);False;False;False;0;0;0;0;0;0;0;0;192,122
4865;41,1807518;(-0.088, 1.030, -0.145);True;True;(0.013, 0.750, 0.132);(0.3268, 0.2470, -0.0577);False;False;False;0;0;0;0;0;0;0;0;186,1
4870;41,26075363;(-0.092, 1.027, -0.139);True;True;(0.035, 0.767, 0.124);(0.3598, 0.2164, -0.1071);False;False;False;0;0;0;0;0;0;0;0;166,573
4875;41,320755;(-0.094, 1.024, -0.135);True;True;(0.083, 0.779, 0.130);(0.9279, 0.1531, 0.1707);False;False;False;0;0;0;0;0;0;0;0;151,268
4880;41,40075684;(-0.094, 1.023, -0.131);True;True;(0.122, 0.768, 0.142);(0.3315, -0.2620, 0.2514);False;False;False;0;0;0;0;0;0;0;0;136,037
4885;41,46075821;(-0.091, 1.023, -0.129);True;True;(0.132, 0.740, 0.161);(-0.0933, -0.6022, 0.4420);False;False;False;0;0;0;0;0;0;0;0;127,479
4890;41,54076004;(-0.088, 1.024, -0.126);True;True;(0.125, 0.704, 0.175);(-0.0699, -0.4478, 0.1609);False;False;False;0;0;0;0;0;0;0;0;125,308
4895;41,60076141;(-0.084, 1.025, -0.125);True;True;(0.108, 0.677, 0.184);(-0.4260, -0.4165, 0.1114);False;False;False;0;0;0;0;0;0;0;0;132,825
4905;41,74076462;(-0.082, 1.026, -0.127);True;True;(0.094, 0.652, 0.199);(-0.0541, 0.0365, -0.0713);False;False;False;0;0;0;0;0;0;0;0;144,093
4915;41,88076782;(-0.086, 1.027, -0.133);True;True;(0.109, 0.682, 0.185);(0.1325, 0.3016, -0.1590);False;True;False;1;0,7230642;0,5563838;0,2300513;0;0;0;0;155,549
4925;42,02077103;(-0.086, 1.029, -0.145);True;True;(0.108, 0.780, 0.130);(-0.2068, 0.3607, -0.1256);False;True;False;1;1;0,7610649;0,3478197;0;0;0;0;170,1
4935;42,16077423;(-0.083, 1.034, -0.156);True;True;(0.040, 0.796, 0.125);(-0.3578, -0.1496, 0.0416);False;True;False;1;0,9746441;0,619962;0,2493757;0;0;0;0;171,316
4945;42,30077744;(-0.082, 1.037, -0.159);True;True;(-0.005, 0.751, 0.141);(-0.0055, -0.1585, 0.1088);False;True;False;0,6711007;0,4563088;0,4013889;0,1205276;0;0;0;0;173,563
4950;42,36077881;(-0.082, 1.037, -0.156);True;True;(0.006, 0.751, 0.145);(0.2731, 0.1756, -0.0325);False;False;False;0;0;0;0;0;0;0;0;176,672
4955;42,44078064;(-0.080, 1.035, -0.154);True;True;(0.042, 0.777, 0.132);(0.5657, 0.4221, -0.2617);False;False;False;0;0;0;0;0;0;0;0;177,897
4960;42,50078201;(-0.077, 1.033, -0.152);True;True;(0.119, 0.809, 0.109);(1.4812, 0.5485, -0.6138);False;False;False;0;0;0;0;0;0;0;0;177,817
4965;42,58078384;(-0.073, 1.030, -0.152);True;True;(0.175, 0.813, 0.084);(0.6158, -0.1466, -0.0498);False;False;False;0;0;0;0;0;0;0;0;176,893
4970;42,64078522;(-0.067, 1.029, -0.152);True;True;(0.230, 0.776, 0.092);(1.2210, -1.1858, 0.3379);False;False;False;0;0;0;0;0;0;0;0;177,796
4975;42,72078705;(-0.061, 1.029, -0.152);True;True;(0.252, 0.732, 0.083);(-0.2587, -0.1031, -0.2884);False;False;False;0;0;0;0;0;0;0;0;178,614
4980;42,78078842;(-0.055, 1.029, -0.151);True;True;(0.245, 0.707, 0.081);(0.0766, -0.6784, 0.2240);False;False;False;0;0;0;0;0;0;0;0;181,431
4990;42,92079163;(-0.048, 1.029, -0.150);True;True;(0.263, 0.654, 0.117);(0.3388, -0.5882, 0.4924);False;False;False;0;0;0;0;0;0;0;0;203,58
5000;43,06079483;(-0.052, 1.030, -0.149);True;True;(0.263, 0.655, 0.119);(0.0015, 0.0548, -0.0137);False;True;False;1;0,5520898;0,5881894;0,4480464;0;0;0;0;215,095
5010;43,20079803;(-0.062, 1.030, -0.151);True;True;(0.245, 0.715, 0.088);(-0.2140, 0.5516, -0.3330);False;True;False;1;1;0,9424111;0,6459472;0;0;0;0;208,718
5020;43,34080124;(-0.073, 1.031, -0.158);True;True;(0.184, 0.813, 0.038);(-0.3289, 0.3602, -0.0758);False;True;False;1;1;0,7804681;0,4463022;0;0;0;0;183,999
5030;43,48080444;(-0.082, 1.034, -0.165);True;True;(0.093, 0.840, 0.042);(-0.5212, -0.0175, 0.0278);False;True;False;1;0,8423498;0,560961;0,3201038;0;0;0;0;168,792
5035;43,54080582;(-0.085, 1.035, -0.167);True;True;(0.051, 0.820, 0.067);(-0.8506, -0.5915, 0.6120);False;True;False;1;0,8089632;0,5256832;0,2551556;0;0;0;0;146,998
5040;43,62080765;(-0.087, 1.036, -0.166);True;True;(0.014, 0.788, 0.090);(-0.2838, -0.3416, 0.2316);False;True;False;1;0,8104597;0,5157951;0,2086242;0;0;0;0;130,832
5045;43,68080902;(-0.091, 1.037, -0.163);True;True;(0.009, 0.760, 0.124);(0.2380, -0.5650, 0.8498);False;True;False;0,9309071;0,3843969;0,2035375;0;0;0;0;0;125,113
5050;43,76081085;(-0.094, 1.036, -0.159);True;True;(0.018, 0.774, 0.121);(0.1362, 0.2100, -0.0907);False;False;False;0;0;0;0;0;0;0;0;125,406
5055;43,82081223;(-0.094, 1.034, -0.157);True;True;(0.041, 0.806, 0.106);(0.5874, 0.8547, -0.4612);False;False;False;0;0;0;0;0;0;0;0;183,092
5060;43,90081406;(-0.093, 1.032, -0.156);True;True;(0.080, 0.846, 0.071);(0.3791, 0.4031, -0.4824);False;False;False;0;0;0;0;0;0;0;0;209,097
5065;43,96081543;(-0.090, 1.032, -0.157);True;True;(0.112, 0.877, 0.039);(0.5408, 0.4479, -0.5084);False;False;False;0;0;0;0;0;0;0;0;212,227
5075;44,10081863;(-0.082, 1.031, -0.161);True;True;(0.156, 0.889, -0.001);(0.2565, 0.0041, -0.4447);False;False;False;0;0;0;0;0;0;0;0;185,671
5085;44,24082184;(-0.073, 1.032, -0.162);True;True;(0.174, 0.877, -0.015);(0.0648, -0.0765, -0.0367);False;False;False;0;0;0;0;0;0;0;0;143,301
5095;44,38082504;(-0.067, 1.031, -0.160);True;True;(0.180, 0.857, -0.013);(0.0167, -0.1286, 0.0476);False;False;False;0;0;0;0;0;0;0;0;125,784
5105;44,52082825;(-0.064, 1.029, -0.157);True;True;(0.188, 0.807, 0.030);(0.0141, -0.3520, 0.3169);False;False;False;0;0;0;0;0;0;0;0;136,941
5115;44,66083145;(-0.064, 1.029, -0.153);True;True;(0.168, 0.720, 0.096);(-0.2739, -0.3920, 0.1698);False;False;False;0;0;0;0;0;0;0;0;145,535
5120;44,72083282;(-0.065, 1.029, -0.151);True;True;(0.154, 0.674, 0.123);(-0.0996, -0.8477, 0.5507);False;False;False;0;0;0;0;0;0;0;0;166,082
5125;44,80083466;(-0.066, 1.029, -0.149);True;True;(0.135, 0.651, 0.130);(-0.1025, -0.1949, 0.0570);False;False;False;0;0;0;0;0;0;0;0;190,837
5130;44,86083603;(-0.069, 1.029, -0.147);True;True;(0.133, 0.644, 0.133);(0.0337, 0.0922, -0.0906);False;False;False;0;0;0;0;0;0;0;0;206,523
5135;44,94083786;(-0.073, 1.028, -0.146);True;True;(0.137, 0.654, 0.130);(0.0640, 0.1872, -0.0407);False;False;False;0;0;0;0;0;0;0;0;210,17
5140;45,00083923;(-0.076, 1.027, -0.146);True;True;(0.140, 0.686, 0.119);(-0.0001, 1.0034, -0.3775);False;False;False;0;0;0;0;0;0;0;0;205,722
5145;45,08084106;(-0.078, 1.027, -0.147);True;True;(0.135, 0.751, 0.099);(-0.1691, 0.6197, -0.1819);False;True;False;1;1;0,7604663;0,3769045;0;0;0;0;173,948
